60755,"mu.acs_topline","04025001400","Census Tract 14\, Yavapai County\, Arizona","AZ0003533","04025001400","2.31","162100.00","33923.00","8526.00","48.62","51.38","4145.34","4380.66","8.64","6.51","5.64","9.17","12.14","27.47","30.42","736.65","555.04","480.87","781.83","1035.06","2342.09","2593.61","94.89","0.07","1.42","0.11","0.00","1.18","93.98","6.02","8090.32","5.97","121.07","9.38","0.00","100.61","8012.73","513.27","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","6753.00","10.81","40.60","31.99","16.60","730.00","2741.72","2160.28","1121.00","8373.00","76.82","23.18","6432.14","1940.86","3631.00","38.67","27.04","15.75","11.18","5.07","2.29","1404.11","981.82","571.88","405.95","184.09","83.15","2919.00","11.00","15.31","37.82","31.52","1.75","2.60","321.09","446.90","1103.97","920.07","51.08","75.89","-112.7067872","34.1765018","POINT (-112.706787 34.176502)","POINT (-112.706787109 34.176502228)","POINT (-112.706787109375 34.1765022277832)"
61911,"mu.acs_topline","06037262701","Census Tract 2627.01\, Los Angeles County\, California","CA0015053","06037262701","2.35","1000001.00","107351.00","3596.00","43.72","56.28","1572.17","2023.83","16.10","7.65","3.56","9.07","26.72","19.86","17.05","578.96","275.09","128.02","326.16","960.85","714.17","613.12","87.37","0.81","0.00","10.46","0.00","0.97","91.96","8.04","3141.83","29.13","0.00","376.14","0.00","34.88","3306.88","289.12","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2614.00","6.31","9.14","23.30","61.25","164.94","238.92","609.06","1601.08","3596.00","66.88","33.12","2405.00","1191.00","1531.00","12.08","15.22","6.27","12.80","29.46","24.17","184.94","233.02","95.99","195.97","451.03","370.04","1046.00","0.00","2.68","9.94","10.04","21.22","56.12","0.00","28.03","103.97","105.02","221.96","587.02","-118.5560507","34.0380809","POINT (-118.556051 34.038081)","POINT (-118.556050301 34.038081169)","POINT (-118.55605030059814 34.03808116912842)"
62108,"mu.acs_topline","06037576501","Census Tract 5765.01\, Los Angeles County\, California","CA0016039","06037576501","2.31","321100.00","31429.00","3474.00","49.48","50.52","1718.94","1755.06","8.69","16.87","4.55","15.98","34.05","9.99","9.87","301.89","586.06","158.07","555.15","1182.90","347.05","342.88","46.60","14.48","0.00","16.00","0.00","1.93","56.42","43.58","1618.88","503.04","0.00","555.84","0.00","67.05","1960.03","1513.97","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2428.00","28.87","13.88","32.04","25.21","700.96","337.01","777.93","612.10","3289.00","9.82","90.18","322.98","2966.02","1426.00","39.55","37.03","11.85","7.57","3.58","0.42","563.98","528.05","168.98","107.95","51.05","5.99","187.00","0.00","0.00","18.72","72.19","8.56","0.53","0.00","0.00","35.01","135.00","16.01","0.99","-118.1787305","33.7722390","POINT (-118.1787305 33.772239)","POINT (-118.178730965 33.772238731)","POINT (-118.17873096466064 33.77223873138428)"
62181,"mu.acs_topline","06039000103","Census Tract 1.03\, Madera County\, California","CA0016403","06039000103","2.27","300800.00","48125.00","5574.00","45.07","54.93","2512.20","3061.80","7.50","10.08","5.24","11.59","17.20","23.02","25.37","418.05","561.86","292.08","646.03","958.73","1283.13","1414.12","91.89","2.64","0.00","0.00","0.00","2.80","94.21","5.79","5121.95","147.15","0.00","0.00","0.00","156.07","5251.27","322.73","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","4302.00","12.95","32.75","38.28","16.02","557.11","1408.91","1646.81","689.18","5396.00","69.79","30.21","3765.87","1630.13","2378.00","22.79","27.96","19.39","18.29","7.78","3.78","541.95","664.89","461.09","434.94","185.01","89.89","1628.00","4.24","2.76","18.30","57.25","15.85","1.60","69.03","44.93","297.92","932.03","258.04","26.05","-119.5191767","37.5026912","POINT (-119.519177 37.502691)","POINT (-119.519176483 37.502691269)","POINT (-119.5191764831543 37.5026912689209)"
62186,"mu.acs_topline","06041103200","Census Tract 1032\, Marin County\, California","CA0016426","06041103200","2.35","714500.00","78250.00","6373.00","49.32","50.68","3143.16","3229.84","7.61","12.35","6.48","11.36","22.23","24.34","15.63","484.99","787.07","412.97","723.97","1416.72","1551.19","996.10","76.73","3.39","0.72","4.52","0.00","1.90","81.08","18.92","4890.00","216.04","45.89","288.06","0.00","121.09","5167.23","1205.77","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","4688.00","9.00","22.80","25.30","42.90","421.92","1068.86","1186.06","2011.15","6014.00","66.33","33.67","3989.09","2024.91","2554.00","12.80","19.81","15.15","13.47","28.19","10.57","326.91","505.95","386.93","344.02","719.97","269.96","1565.00","1.02","0.00","0.83","18.21","59.36","20.58","15.96","0.00","12.99","284.99","928.98","322.08","-122.5861372","38.0983060","POINT (-122.586137 38.098306)","POINT (-122.586136818 38.098305702)","POINT (-122.58613681793213 38.09830570220947)"
62294,"mu.acs_topline","06059074107","Census Tract 741.07\, Orange County\, California","CA0016967","06059074107","2.31","396100.00","63926.00","5928.00","44.97","55.03","2665.82","3262.18","12.75","7.35","9.45","29.34","21.44","14.02","5.65","755.82","435.71","560.20","1739.28","1270.96","831.11","334.93","54.28","4.88","0.00","25.79","0.00","0.71","71.58","28.42","3217.72","289.29","0.00","1528.83","0.00","42.09","4243.26","1684.74","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","4176.00","6.39","15.76","26.08","51.77","266.85","658.14","1089.10","2161.92","5928.00","38.77","61.23","2298.29","3629.71","2569.00","14.75","25.65","17.83","18.02","19.46","4.28","378.93","658.95","458.05","462.93","499.93","109.95","898.00","1.34","0.00","7.68","55.90","29.18","5.90","12.03","0.00","68.97","501.98","262.04","52.98","-117.8941216","33.6996552","POINT (-117.894122 33.699655)","POINT (-117.89412117 33.699655533)","POINT (-117.89412117004395 33.699655532836914)"
62388,"mu.acs_topline","06065042209","Census Tract 422.09\, Riverside County\, California","CA0017439","06065042209","2.66","73600.00","39170.00","3797.00","47.12","52.88","1789.15","2007.85","11.48","9.67","19.09","17.36","17.80","15.78","8.82","435.90","367.17","724.85","659.16","675.87","599.17","334.90","62.02","8.53","0.00","4.45","0.00","11.85","48.72","51.28","2354.90","323.88","0.00","168.97","0.00","449.94","1849.90","1947.10","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2269.00","23.71","31.12","31.16","14.01","537.98","706.11","707.02","317.89","3797.00","29.00","71.00","1101.13","2695.87","1429.00","31.28","44.16","13.93","3.36","7.28","0.00","446.99","631.05","199.06","48.01","104.03","0.00","476.00","42.86","12.82","19.12","25.21","0.00","0.00","204.01","61.02","91.01","120.00","0.00","0.00","-117.3422164","33.9951230","POINT (-117.342216 33.995123)","POINT (-117.342216492 33.99512291)","POINT (-117.34221649169922 33.9951229095459)"
62302,"mu.acs_topline","06059075505","Census Tract 755.05\, Orange County\, California","CA0017006","06059075505","2.35","438600.00","55207.00","3185.00","47.38","52.62","1509.05","1675.95","8.92","11.30","8.70","15.67","28.45","16.23","10.74","284.10","359.91","277.10","499.09","906.13","516.93","342.07","58.93","3.36","3.80","9.23","0.00","0.94","57.93","42.07","1876.92","107.02","121.03","293.98","0.00","29.94","1845.07","1339.93","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2264.00","15.68","18.51","39.53","26.28","355.00","419.07","894.96","594.98","3185.00","45.68","54.32","1454.91","1730.09","1358.00","23.93","24.89","23.27","13.70","13.25","0.96","324.97","338.01","316.01","186.05","179.94","13.04","514.00","7.78","1.36","0.00","52.92","36.19","1.75","39.99","6.99","0.00","272.01","186.02","9.00","-117.8247160","33.7440125","POINT (-117.824716 33.7440125)","POINT (-117.824715614 33.744012833)","POINT (-117.82471561431885 33.7440128326416)"
62908,"mu.acs_topline","06099002605","Census Tract 26.05\, Stanislaus County\, California","CA0020039","06099002605","3.30","229400.00","54643.00","4296.00","57.45","42.55","2468.05","1827.95","12.83","16.08","4.63","17.41","17.13","21.95","9.96","551.18","690.80","198.90","747.93","735.90","942.97","427.88","67.53","2.51","0.00","1.05","0.00","6.66","52.28","47.72","2901.09","107.83","0.00","45.11","0.00","286.11","2245.95","2050.05","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2855.00","37.34","36.60","17.97","8.09","1066.06","1044.93","513.04","230.97","3949.00","73.13","26.87","2887.90","1061.10","1198.00","25.38","14.69","34.64","14.36","10.93","0.00","304.05","175.99","414.99","172.03","130.94","0.00","946.00","6.34","8.46","17.12","68.08","0.00","0.00","59.98","80.03","161.96","644.04","0.00","0.00","-120.9421010","37.6018684","POINT (-120.942101 37.601868)","POINT (-120.942100525 37.601868629)","POINT (-120.94210052490234 37.601868629455566)"
62566,"mu.acs_topline","06073008307","Census Tract 83.07\, San Diego County\, California","CA0018325","06073008307","2.27","628600.00","72458.00","3470.00","45.48","54.52","1578.16","1891.84","8.56","8.62","6.80","10.09","14.01","23.60","28.33","297.03","299.11","235.96","350.12","486.15","818.92","983.05","80.86","0.40","0.00","9.74","0.00","6.22","89.28","10.72","2805.84","13.88","0.00","337.98","0.00","215.83","3098.02","371.98","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2638.00","1.78","12.81","24.18","61.22","46.96","337.93","637.87","1614.98","3470.00","87.69","12.31","3042.84","427.16","1527.00","18.93","16.70","15.06","9.69","29.47","10.15","289.06","255.01","229.97","147.97","450.01","154.99","1309.00","0.61","0.61","1.53","20.24","71.66","5.35","7.98","7.98","20.03","264.94","938.03","70.03","-117.2117935","32.8521592","POINT (-117.2117935 32.852159)","POINT (-117.2117939 32.8521595)","POINT (-117.21179389953613 32.85215950012207)"
